Date,VFINX(t-1),TROW(t-1),AME(t-1),HON(t-1),DFS(t-1),ALL(t-1),ACN(t-1),ANSS(t-1),IEX(t-1),DOV(t-1),FBHS(t-1),FMC(t-1),ADP(t-1),ADBE(t-1),PFG(t-1),VFC(t-1),J(t-1),TEL(t-1),KSU(t-1),OKE(t-1),VFINX
2020/7/28,297.269989,133.929993,92.080002,152.009995,50.110001,92.269997,222.179993,298.220001,165.380005,104.769997,72.290001,106.449997,146.649994,432.26001,16.52,60.810001,83.709999,86.910004,154.860001,28.059999,300.970001
2020/7/29,300.970001,135.820007,94.349998,154.580002,51.830002,94,224.380005,306.049988,166.600006,106.879997,75.949997,108.32,137.119995,436.299988,18.059999,61.91,86.720001,89.889999,158.759995,29.719999,299.899994
2020/7/30,299.899994,134.470001,93.900002,149.160004,50.41,92.080002,223.979996,309.670013,164.600006,104.540001,76.989998,105.330002,132.889999,438.880005,17.719999,60.5,85.379997,89.199997,156.690002,29.040001,302.220001
2020/7/31,302.220001,138.100006,93.25,149.369995,49.43,94.389999,224.779999,310.600006,164.820007,102.93,76.5,106.050003,132.910004,444.320007,17.68,60.360001,85.349998,89.07,171.850006,27.91,304.399994
2020/8/3,304.399994,137.399994,94.949997,148.529999,49.5,96.190002,227.179993,315.230011,166.289993,103.139999,78.43,105.739998,134.460007,447.970001,17.610001,59.810001,90.5,89.790001,176.600006,28.120001,305.5
2020/8/4,305.5,137.089996,94.489998,147.330002,48.720001,96.239998,227.149994,308.779999,165.050003,103.330002,77.580002,107.540001,136.740005,446.920013,17.75,59.48,92.360001,91.07,172.759995,29.190001,307.459991
2020/8/5,307.459991,138.970001,96.419998,150.820007,50.450001,94.760002,228.699997,312.269989,166.149994,104.75,78.440002,107.010002,134.770004,449.51001,18.620001,61.939999,92.120003,92.239998,176.589996,30.49,309.470001
2020/8/6,309.470001,138.160004,97.519997,152.580002,50.110001,94.480003,230.889999,315.25,166.520004,105.239998,78.43,108.25,136.520004,464.109985,18.83,59.98,90.470001,91.709999,185.419998,29.110001,309.730011
2020/8/7,309.730011,139.630005,97.790001,155.110001,51.389999,96.910004,231.559998,312.369995,167.539993,108.029999,79.809998,109.769997,137.990005,449.570007,20.02,61.279999,91.32,92.419998,187.039993,29.469999,310.579987
2020/8/10,310.579987,138.660004,99.040001,159.429993,53.77,97.25,230.339996,308.779999,171.210007,110.5,81.019997,110.360001,138.169998,443.290009,20.549999,64.010002,91.120003,94.25,184.490005,30.219999,308.109985
2020/8/11,308.109985,138.960007,99.25,160.279999,55.759998,96.830002,228.570007,301.920013,174.020004,112.360001,81.089996,109.190002,138.100006,435.230011,20.709999,64.459999,90.980003,95.040001,184.479996,30.030001,312.459991
2020/8/12,312.459991,138.449997,101.230003,160.070007,54.490002,96.230003,229.75,308.399994,176.979996,112.57,83.010002,109.459999,139.580002,445.359985,20.67,63.720001,90.489998,95.449997,184.039993,29.940001,311.899994
2020/8/13,311.899994,137.259995,100.959999,158.979996,53.43,96.260002,231.729996,314.769989,174.860001,112.099998,83.330002,110.120003,139.259995,450.019989,19.77,63.830002,89.959999,95.889999,183.130005,28.809999,311.859985
2020/8/14,311.859985,136.940002,101.279999,160.279999,54.299999,96.120003,230.25,313.190002,176.699997,111.519997,83.059998,109.610001,138.960007,447.600006,20.24,64.239998,90,94.760002,183.929993,29.49,312.720001
2020/8/17,312.720001,137.979996,101.400002,158.759995,52.59,95.230003,232.619995,317.359985,174.860001,111.889999,85.629997,109,139.660004,451.579987,20.059999,63.119999,89.970001,94.760002,184.539993,28.98,313.480011
2020/8/18,313.480011,137.240005,101.580002,157.380005,50.939999,94.68,234.229996,320.470001,176.559998,111.050003,83.949997,109.110001,139.949997,463.51001,19.67,62.040001,89.860001,94.040001,182.309998,28.08,312.149994
2020/8/19,312.149994,137.139999,101.010002,156.850006,50.810001,94.279999,234.630005,319.529999,175.789993,110.720001,83.68,108.529999,138.899994,462.01001,19.49,61.400002,89.779999,94.169998,180.75,27.860001,313.149994
2020/8/20,313.149994,136.300003,100.160004,156.169998,49.939999,95.360001,236.610001,328.320007,176.279999,109.989998,83.139999,107.889999,139.149994,478.480011,18.99,61,89.029999,92.389999,180.820007,27.549999,314.23999
2020/8/21,314.23999,134.820007,100.239998,157.5,49.57,94.489998,237.490005,324.5,178.850006,109.940002,85.209999,107.330002,138.080002,473.220001,18.530001,61.66,88.82,93.540001,182.779999,26.879999,317.429993
2020/8/24,317.429993,135.929993,100.800003,159.369995,52.389999,95,237.75,325.25,180.589996,111.029999,85.419998,108.760002,140.660004,476.299988,19.32,65.980003,89.370003,94.68,183.589996,27.26,318.579987
2020/8/25,318.579987,135.75,100.919998,164.529999,52.220001,93.769997,238.210007,326.48999,179.699997,111.230003,85.519997,108.589996,141.059998,484.429993,19.33,64.440002,88.480003,94.910004,183.979996,27.26,321.829987
2020/8/26,321.829987,136.190002,101.010002,165.309998,51.529999,93.010002,240.449997,331.480011,180,111.480003,85.669998,108.690002,139.610001,528.48999,18.49,64.059998,88.440002,95.800003,183.179993,26.559999,322.390015
2020/8/27,322.390015,138.139999,100.910004,165.990005,53.709999,94.129997,240.869995,332.339996,178.740005,111.519997,84.860001,109.410004,141.009995,510.320007,18.66,66.620003,89.080002,95.449997,182.440002,27.040001,324.589996
2020/8/28,324.589996,139.110001,101.93,168.380005,54.25,94.300003,242.990005,336.709991,180.889999,111.379997,85.410004,109.150002,141.339996,516.440002,18.75,67.940002,89.459999,97.940002,184.25,28.08,324.589996
2020/8/31,324.589996,139.210007,100.699997,165.550003,53.080002,93,239.929993,339.01001,180.229996,109.839996,84.080002,106.860001,139.089996,513.390015,18.27,65.75,90.269997,96.599998,182.039993,27.48,326.350006
2020/9/1,326.350006,139.179993,102.019997,167.970001,52.970001,92.959999,240.020004,343.890015,182.080002,111.419998,85.739998,110.150002,138.529999,527.950012,18.299999,66.559998,91.440002,98.510002,184.300003,27.15,331.399994
2020/9/2,331.399994,141.139999,103.080002,172.470001,53.68,94.589996,247.179993,350.589996,184.169998,113.400002,86.410004,112.260002,142.479996,533.799988,18.52,68.410004,93.110001,100.639999,193.779999,27.309999,319.820007
2020/9/3,319.820007,135.080002,99.889999,166.300003,55.419998,93.339996,238.979996,332.140015,180.149994,109.75,82.980003,109.43,139.139999,507.799988,18.459999,68.540001,91,97.830002,188.619995,26.91,317.220001
2020/9/4,317.220001,132.270004,99.470001,166.690002,57.119999,93.809998,236.070007,321.209991,177.619995,109.620003,82.559998,108.480003,138.529999,491.940002,18.48,68.220001,91.959999,98.75,188,26.76,308.420013
2020/9/8,308.420013,127.959999,96.989998,164.270004,55.110001,91.25,232.649994,308.609985,176.009995,108.139999,81.400002,105.639999,135.889999,462.130005,17.870001,68.379997,90.620003,95.400002,185.169998,26.15,314.649994
2020/9/9,314.649994,129.240005,99.349998,165.75,55.040001,92.540001,238.910004,320.049988,179.690002,111.510002,82.550003,107.910004,137.259995,479.459991,17.74,68,92.800003,98.050003,185.470001,26.48,309.130005
2020/9/10,309.130005,125.639999,98.110001,164.270004,54.07,92.620003,233.649994,317.420013,177.399994,110.879997,81.949997,107.760002,131.899994,476.26001,17.18,68.389999,91.120003,96.800003,185.169998,26.030001,309.309998
2020/9/11,309.309998,125.739998,99.910004,166.449997,54.740002,93.82,234.770004,314.079987,181.119995,112.800003,82.610001,108.559998,133.440002,471.350006,16.950001,70.029999,92.800003,97.830002,186.059998,26.34,313.339996
2020/9/14,313.339996,127.410004,101.389999,168.470001,57.990002,94.949997,238.830002,321.600006,184.100006,113.690002,83.769997,110.529999,136.570007,485.910004,17.309999,73.209999,94.029999,99.580002,187.220001,27.299999,314.98999
2020/9/15,314.98999,126.739998,102.32,168.300003,57.049999,94.839996,240.199997,328.209991,186.210007,113.980003,84.080002,111.800003,136.970001,497.670013,16.99,74.790001,94.870003,100.949997,187.399994,26.290001,313.540009
2020/9/16,313.540009,128.179993,102.339996,170,59.220001,95.910004,239.419998,317.890015,186.460007,115.339996,85.209999,110.669998,137.710007,476,17.17,76.440002,94.639999,101.870003,186.649994,28.07,310.910004
2020/9/17,310.910004,127.459999,102.330002,170.339996,59.540001,92.800003,236.820007,308.880005,186.520004,115.379997,84.769997,112.849998,137.869995,474.299988,17.02,74.589996,94.379997,101.089996,184.539993,28.030001,307.429993
2020/9/18,307.429993,127.970001,100.709999,168.699997,59.029999,91.279999,236.179993,305.079987,186.039993,112.599998,84.32,110.559998,135.089996,467.549988,16.559999,72.129997,94.110001,98.589996,182.839996,27.540001,303.890015
2020/9/21,303.890015,124.739998,96.239998,161.369995,55.02,92.029999,233.910004,309.190002,178.25,107.449997,82.339996,106.449997,131.029999,475.640015,15.84,68.690002,89.290001,96.370003,180.529999,26.440001,307.079987
2020/9/22,307.079987,125.480003,97.239998,162.679993,54.52,92.339996,236.919998,315.440002,180.339996,107.559998,84.5,107.550003,132.910004,486.779999,15.53,69.279999,91.330002,96.330002,181.080002,25.67,299.820007
2020/9/23,299.820007,122.889999,95.32,158.789993,53.23,89.620003,230.649994,302.549988,176.509995,106.949997,82.389999,104.510002,128.720001,470.390015,14.93,69.07,89.269997,93.959999,180.619995,24.540001,300.730011
2020/9/24,300.730011,123.43,96.230003,158.759995,53.139999,89.980003,214.419998,304.410004,177.759995,107.139999,82.059998,104.050003,130.800003,467.670013,15.12,69.370003,90.019997,94.18,182.759995,24.48,305.540009
2020/9/25,305.540009,125.220001,97.489998,161.490005,54.130001,91.279999,214.630005,312.160004,179.029999,108.5,83.139999,105.419998,134.539993,479.779999,15.24,70.540001,90.419998,95.370003,183.369995,25.01,309.230011
2020/9/28,309.230011,128.550003,99.489998,164.639999,56.459999,93.220001,222.779999,318.799988,181.320007,108.779999,85.82,106.32,137.309998,488.51001,16.02,71.190002,92.470001,97.089996,184.880005,26.01,307.779999
2020/9/29,307.779999,127.489998,99.889999,164.509995,55.639999,93.440002,224.080002,319.51001,181.75,108.239998,85.25,105.309998,137.539993,489.329987,15.69,69.660004,92.980003,97.449997,182.770004,26.67,310.329987
2020/9/30,310.329987,128.220001,99.400002,164.610001,57.779999,94.139999,225.990005,327.230011,182.410004,108.339996,86.519997,105.910004,139.490005,490.429993,15.58,70.25,92.769997,97.739998,180.830002,25.98,312
2020/10/1,312,128.039993,99.849998,163.679993,58.91,92.260002,225.179993,334.799988,178.119995,107.139999,87.669998,103.190002,137.699997,499.51001,15.75,71.580002,91.449997,98.550003,179.449997,25.27,309.019989
2020/10/2,309.019989,129.089996,100.779999,165.610001,60.919998,93.019997,222.399994,321.579987,179.919998,110.050003,87.519997,103.610001,138.669998,478.98999,16.15,72.529999,94.239998,98.360001,180.919998,26.530001,314.600006
2020/10/5,314.600006,133.509995,103.5,168.720001,63.169998,93.68,223.490005,323.869995,182.910004,111.330002,88.809998,105.330002,140.960007,486.470001,17.17,74.910004,96.370003,101.370003,181.169998,27.610001,310.209991
2020/10/6,310.209991,133.869995,104.330002,166.889999,61.099998,92.650002,220.350006,316.470001,183.800003,110.089996,87.18,103.82,142.259995,478.980011,17.190001,74.660004,95.269997,101.830002,179.600006,27.059999,315.609985
2020/10/7,315.609985,137.229996,106.540001,171.550003,63.720001,93.290001,223.449997,330.399994,189.179993,111.699997,87.599998,106.279999,143.729996,493.149994,17.51,76.959999,97.330002,104.550003,183.380005,27.809999,318.23999
2020/10/8,318.23999,140.830002,106.5,173.779999,65.410004,93.580002,225.610001,333.540009,190,112.93,89.330002,106.059998,147.009995,490.839996,17.780001,78.330002,98.989998,106.010002,184.059998,29.41,321.040009
2020/10/9,321.040009,142.210007,106.940002,174.380005,64.889999,92.860001,228.690002,336.820007,190.410004,113.080002,88.690002,108.019997,149.850006,502.160004,17.49,77.610001,99.32,107.349998,186.639999,29.049999,326.309998
2020/10/12,326.309998,143.089996,107.629997,175.360001,64.629997,94.260002,230.589996,347.859985,189.179993,113.970001,89.129997,109.029999,150.580002,510.890015,17.709999,77.870003,100.779999,107.330002,183.539993,29.17,324.25
2020/10/13,324.25,144.179993,106.160004,171.550003,64.129997,91.790001,229.380005,351.309998,186.199997,112.43,88.279999,108.480003,149.690002,514.309998,17.049999,76.82,99.279999,106.379997,182.830002,29.450001,322.130005
2020/10/14,322.130005,144.649994,107.900002,173.470001,64.330002,91.279999,229.429993,351.399994,188.149994,113.620003,88.5,109.43,148.509995,506.309998,16.93,75.739998,98.910004,105.650002,184.399994,29.950001,321.649994
2020/10/15,321.649994,146.889999,109.010002,172.610001,64.589996,91.709999,228.770004,351.700012,189.619995,113.900002,89.809998,109.07,147.389999,501.149994,17.870001,77.739998,99.370003,107.129997,184.009995,29.82,321.690002
2020/10/16,321.690002,147.029999,109.849998,174.860001,65.480003,92.580002,230.050003,349.720001,192.729996,114.07,90.260002,108.910004,148.419998,502.820007,18.049999,75.82,99.330002,107.760002,179.009995,28.9,316.440002
2020/10/19,316.440002,144.270004,107.550003,171.589996,63.560001,91.419998,226.240005,336.25,189.740005,112.769997,86.919998,107.870003,145.050003,495.200012,18.01,72.540001,97.730003,105.43,179.589996,28.290001,317.940002
2020/10/20,317.940002,146.740005,108.699997,173.259995,63,91.080002,230.389999,331.959991,190.940002,114.239998,87.629997,107.160004,146.619995,494.579987,18.48,72.370003,97.959999,106.019997,181.860001,28.92,317.25
2020/10/21,317.25,145.960007,107.150002,172.869995,60.599998,90.760002,233.100006,327.859985,190.449997,113.730003,85.910004,106.739998,146.850006,495.959991,18.08,72.75,97.660004,105.900002,182.080002,28.43,318.929993
2020/10/22,318.929993,146.360001,107.010002,176.850006,66.160004,91.690002,228.139999,326.779999,189.070007,115.239998,85.269997,107.489998,148.850006,483.600006,18.969999,73.959999,98.529999,106.290001,182.300003,30.67,320.029999
2020/10/23,320.029999,148.100006,107.760002,175.539993,68,91.25,229.699997,330.220001,191.630005,116.269997,85.470001,107.779999,149.199997,488.5,19.219999,74.830002,99.209999,106.300003,184.460007,30.549999,314.079987
2020/10/26,314.079987,145.029999,105.099998,170.169998,65.879997,90.82,219.229996,321,190.080002,113.82,82.080002,105.360001,145.770004,475.200012,18.959999,73.75,96.540001,103.970001,179.789993,29.51,313.140015
2020/10/27,313.140015,142.300003,102.589996,166.75,65.260002,89.040001,220.660004,322.170013,186,111.550003,81.809998,104.440002,146.029999,478.559998,18.219999,72.379997,95.639999,101.669998,176.149994,29.32,302.079987
2020/10/28,302.079987,137.139999,98.190002,161.160004,62.529999,88,213.940002,308.029999,172.570007,109.290001,81.410004,102.300003,155.080002,456.970001,17.66,68.389999,93.199997,96.870003,173.259995,29.09,305.720001
2020/10/29,305.720001,131.440002,98.910004,164.600006,64.010002,88.589996,216.440002,310.850006,168.729996,110.089996,81.879997,103.629997,158.190002,461.109985,18.07,68.860001,94.730003,96.050003,175.210007,30.4,302.040009
2020/10/30,302.040009,126.660004,98.199997,164.949997,65.010002,88.75,216.910004,304.369995,170.389999,110.709999,80.870003,102.739998,157.960007,447.100006,17.99,67.199997,95,96.879997,176.139999,29,305.76001
2020/11/2,305.76001,128.970001,102.269997,173.610001,67.209999,90.900002,220.190002,311.230011,178.759995,114.870003,84.580002,106.949997,161.460007,444.940002,18.68,68.769997,99.120003,99.5,178.119995,29.23,311.209991
2020/11/3,311.209991,132.149994,105.290001,179.210007,69.360001,92.919998,225.710007,315.910004,180.419998,117.160004,84.940002,104.650002,166.479996,454.019989,18.9,70.75,101.940002,101.779999,183.520004,28.92,318.070007
2020/11/4,318.070007,135.809998,105.389999,178.910004,67.870003,92.040001,227.919998,329.25,176.899994,114.07,87.790001,104.870003,164.580002,487.230011,17.549999,69.580002,95.650002,101.349998,179.619995,28.6,324.320007
2020/11/5,324.320007,137.380005,109.050003,183.279999,68.5,90.410004,233.990005,328.350006,177.770004,117.370003,89.129997,109.139999,162.710007,496.470001,18.25,71.440002,97.760002,104.779999,183.610001,28.540001,324.190002
2020/11/6,324.190002,133.740005,110.32,184.270004,67.910004,91.150002,236.289993,336.799988,183.020004,116.419998,88.139999,108.660004,166.229996,494.630005,17.82,70.010002,97.610001,105.300003,183.429993,26.889999,328.079987
2020/11/9,328.079987,137.029999,114.07,196.990005,76.190002,93.889999,240.220001,328.470001,187.809998,119.720001,80.059998,109.839996,169.889999,471.140015,20.540001,77.809998,100.129997,105.860001,184.309998,31.35,327.679993
2020/11/10,327.679993,136.899994,116.449997,201.979996,76.339996,94.440002,238.710007,319.429993,195.960007,119.809998,79.699997,109.349998,171.070007,452,21.42,77.529999,101.610001,106.879997,187.789993,32.540001,330.179993
2020/11/11,330.179993,140.460007,116.760002,199.289993,74.25,94.370003,242.75,328.959991,191.440002,120.870003,83.050003,108.809998,171.869995,467.75,20.82,76.989998,98.849998,108.620003,188.020004,32.119999,326.950012
2020/11/12,326.950012,137.529999,115.449997,197.240005,73.389999,94.809998,238.149994,323.640015,189.039993,120,82.330002,106.809998,169.429993,462.579987,20.190001,76.160004,99.260002,106.330002,186.539993,30.77,331.429993
2020/11/13,331.429993,140.429993,117.269997,201.539993,76.610001,96.709999,241.779999,328.209991,193.169998,122.279999,83.800003,108.599998,171.630005,469.339996,20.639999,79.510002,103.269997,109.540001,187.070007,31.66,335.299988
2020/11/16,335.299988,143.850006,120.080002,208.589996,77.769997,98.059998,244.949997,322.670013,197.259995,125.800003,82.610001,111.989998,177.050003,460.950012,21.84,82.279999,107.209999,111.050003,188.330002,32.349998,333.73999
2020/11/17,333.73999,141.529999,118.760002,205.330002,77.099998,99.370003,243.820007,319.790009,197.190002,125.410004,83.389999,115.690002,176.149994,467.950012,21.379999,85.110001,105.300003,111.18,191.570007,33.310001,329.940002
2020/11/18,329.940002,139.789993,119.239998,201.110001,76.080002,100.07,239.729996,317.98999,197.460007,124.360001,83.32,115.269997,173.160004,459.470001,20.959999,85.559998,105.239998,110.309998,188.550003,32.310001,331.26001
2020/11/19,331.26001,139.529999,118.18,202.720001,76.760002,100.370003,243.199997,324.119995,196.070007,124.68,85.110001,115.32,173.630005,466.410004,21.16,84.959999,105.150002,111.339996,189.059998,33.299999,329.01001
2020/11/20,329.01001,137.460007,117.419998,202,74.800003,100.18,243.440002,318.26001,193.970001,123.480003,84.459999,113.75,171.270004,462.920013,21.129999,84.870003,103.800003,110.68,188.449997,32.959999,330.899994
2020/11/23,330.899994,139.369995,117.790001,204.580002,78.120003,101.309998,246.199997,313.420013,193.380005,123.43,86.110001,116.059998,172.059998,460.609985,21.27,86.550003,104.510002,112.970001,186.240005,35.18,330.9
2020/11/24,330.9,141.684998,120.000099,207.729996,80.875,104.379997,248.567093,321.119995,195.550003,126.57,85.849998,118.169998,173.929993,460.920013,22.26,89.040001,106.900002,116.014999,187.009995,37.349998,330.9
